study_id,series_id,image_id,save_name,shape,shape_crop,window,crop_starts,photometric_interpreation,series_number,instance_number
fde3d0b58a6e,b3f56f9f8443,cf267fe1b881,fde3d0b58a6e_cf267fe1b881.png,"(2536, 3048)","(2536, 3048)","(3714.0, 14562.0)","(0, 0)",MONOCHROME1,2,1
4dfeb4d6bf0d,6e0625bc0042,cf3c7be5538c,4dfeb4d6bf0d_cf3c7be5538c.png,"(2800, 3408)","(2800, 3408)","(2374.0, 15468.0)","(0, 0)",MONOCHROME1,1,1
b00ba0933543,55013ba24f47,cf4c8fbc1f43,b00ba0933543_cf4c8fbc1f43.png,"(3480, 4240)","(3480, 4240)","(366.0, 3670.0)","(0, 0)",MONOCHROME2,1,1
e44d13263cba,4fb2609ad63e,cf57ea116f21,e44d13263cba_cf57ea116f21.png,"(2874, 2840)","(2874, 2840)","(20.0, 3578.0)","(0, 0)",MONOCHROME2,1,1
07d5f3e47055,3e9bf900d8b7,cf613b0f630e,07d5f3e47055_cf613b0f630e.png,"(2336, 2836)","(2336, 2836)","(6522.0, 14948.0)","(0, 0)",MONOCHROME1,1,1
54600e52f553,b991d404725d,cf80f5e3c664,54600e52f553_cf80f5e3c664.png,"(2336, 2836)","(2336, 2836)","(1917.0, 15549.0)","(0, 0)",MONOCHROME1,1,1
d16a188feaf1,63ca2fef3554,cf8ce7627141,d16a188feaf1_cf8ce7627141.png,"(3488, 4256)","(3486, 4255)","(65.0, 3569.0)","(0, 0)",MONOCHROME2,1,1
c7f9cb4677dd,ac84fb995263,cfa01d43e0b2,c7f9cb4677dd_cfa01d43e0b2.png,"(2801, 2802)","(2801, 2801)","(47.0, 2766.0)","(0, 0)",MONOCHROME2,1,1
ec7686c519bf,21600dce0640,cfaa674d0add,ec7686c519bf_cfaa674d0add.png,"(2874, 2840)","(2874, 2840)","(1997.0, 16466.0)","(0, 0)",MONOCHROME1,1,1
397ae5aecf2a,28456bc0fd7a,cfb307bfd554,397ae5aecf2a_cfb307bfd554.png,"(1747, 1785)","(1747, 1785)","(501.0, 4006.0)","(0, 0)",MONOCHROME1,1,1
316a5c0840f2,98989e5e088a,cfc1a9fed40d,316a5c0840f2_cfc1a9fed40d.png,"(2336, 2836)","(2336, 2836)","(4790.0, 17038.0)","(0, 0)",MONOCHROME1,1,1
6a91cf79b14b,bca387b129f0,cfc4fbf71766,6a91cf79b14b_cfc4fbf71766.png,"(2487, 3224)","(2487, 3224)","(1538.0, 15143.0)","(0, 0)",MONOCHROME1,1,1
bef9268e8897,3ec3c4213d8d,cfcc4573998c,bef9268e8897_cfcc4573998c.png,"(2539, 2884)","(2530, 2822)","(56.0, 3826.0)","(9, 58)",MONOCHROME2,1,1
a4429932fae7,075b7f12d758,cfd34768503a,a4429932fae7_cfd34768503a.png,"(3032, 3032)","(3029, 3028)","(1.0, 3659.0)","(0, 4)",MONOCHROME2,1,1
3234ad871f06,235c165245fb,cfdedbaaaee1,3234ad871f06_cfdedbaaaee1.png,"(2539, 3050)","(2539, 3024)","(226.0, 3695.0)","(0, 0)",MONOCHROME2,1,1
95fbf4e69a21,bd55a0da5fa9,cfeb8f03b0af,95fbf4e69a21_cfeb8f03b0af.png,"(2336, 2836)","(2336, 2836)","(4186.0, 16149.0)","(0, 0)",MONOCHROME1,1,1
d7942d6c2d17,e9f88d447e4f,cfecc1391cac,d7942d6c2d17_cfecc1391cac.png,"(2536, 3048)","(2536, 3048)","(3699.0, 15545.0)","(0, 0)",MONOCHROME1,1,1
bdd6949b330c,61ca0da1f0f5,cffa8feeaa70,bdd6949b330c_cffa8feeaa70.png,"(2544, 3056)","(2537, 3052)","(30.0, 3396.0)","(4, 4)",MONOCHROME2,1,1
b99ab479998f,3bc7f297aaa7,d00013065b7d,b99ab479998f_d00013065b7d.png,"(3488, 4256)","(3486, 4255)","(90.0, 3515.0)","(0, 0)",MONOCHROME2,1,1
68ebe7eadfc2,ab0d39340244,d002491b818b,68ebe7eadfc2_d002491b818b.png,"(2170, 2846)","(2128, 2846)","(10.0, 3422.0)","(42, 0)",MONOCHROME2,1,1
3c66c7eef4db,30ed057dda81,d004cf7185e6,3c66c7eef4db_d004cf7185e6.png,"(1140, 1387)","(1140, 1387)","(10.0, 4048.0)","(0, 0)",MONOCHROME2,1,1
1f321faad845,acba9a4a2b9d,d006270d0fd0,1f321faad845_d006270d0fd0.png,"(3480, 4248)","(3480, 4248)","(114.0, 3559.0)","(0, 0)",MONOCHROME2,1,1
5c4a2ed04ff9,4e3a798fab11,d00a82ee79f8,5c4a2ed04ff9_d00a82ee79f8.png,"(2336, 2380)","(2302, 2380)","(5032.0, 14285.0)","(0, 0)",MONOCHROME1,1,1
01fc72cc1f1a,ab7c6ed297b4,d014ad56b323,01fc72cc1f1a_d014ad56b323.png,"(2800, 3408)","(2800, 3408)","(3424.0, 15002.0)","(0, 0)",MONOCHROME1,1,1
ba5b31cb8520,532c84b9c2d7,d01e8fd2c78d,ba5b31cb8520_d01e8fd2c78d.png,"(2336, 2836)","(2336, 2836)","(2835.0, 14350.0)","(0, 0)",MONOCHROME1,1,1
68370c4bcdc6,cc4408fc45bd,d0251cb64bb6,68370c4bcdc6_d0251cb64bb6.png,"(2320, 2832)","(2320, 2832)","(49.0, 252.0)","(0, 0)",MONOCHROME2,1,1
f41cd477af21,43e9eee9412e,d048ab876687,f41cd477af21_d048ab876687.png,"(1760, 2140)","(1629, 1978)","(159.0, 3863.0)","(131, 155)",MONOCHROME2,1,1
4b4fa74957a1,f378a9bd22f9,d06c3eaa68a8,4b4fa74957a1_d06c3eaa68a8.png,"(2991, 2992)","(2991, 2991)","(71.0, 2887.0)","(0, 0)",MONOCHROME2,1,1
9f95066c5136,71b2e32dd1eb,d080a0842281,9f95066c5136_d080a0842281.png,"(2520, 3032)","(2517, 3028)","(1561.0, 3119.0)","(0, 4)",MONOCHROME2,1,1
1a8733a7c289,8fc5631f82f2,d08d811fbb28,1a8733a7c289_d08d811fbb28.png,"(2520, 3032)","(2517, 3032)","(1484.0, 3258.0)","(0, 0)",MONOCHROME2,1,1
d393eb921fce,f95810b94b2c,d097e59a90ab,d393eb921fce_d097e59a90ab.png,"(2336, 2836)","(2336, 2836)","(1061.0, 14403.0)","(0, 0)",MONOCHROME1,1,1
7ab568cc7d2c,32ebcaefc0be,d0a5d4dbfd76,7ab568cc7d2c_d0a5d4dbfd76.png,"(2436, 3032)","(2436, 3032)","(4402.0, 63233.0)","(0, 0)",MONOCHROME1,2,1
cd97a120b1e0,0ae5304a4ba2,d0ab24d94b3d,cd97a120b1e0_d0ab24d94b3d.png,"(2520, 3032)","(2460, 2920)","(15.0, 3821.0)","(57, 5)",MONOCHROME2,1,1
6ef4623ec771,f391943222ae,d0b9ae5271dc,6ef4623ec771_d0b9ae5271dc.png,"(3480, 4248)","(3480, 4248)","(28.0, 3489.0)","(0, 0)",MONOCHROME2,1,1
0af232c221f8,4f4e53bef112,d0bb6e1f6132,0af232c221f8_d0bb6e1f6132.png,"(2436, 3032)","(2436, 3032)","(3910.0, 64387.0)","(0, 0)",MONOCHROME1,1,1
38ea4356df7a,6d4340d7590c,d0be46c2141f,38ea4356df7a_d0be46c2141f.png,"(2800, 3408)","(2800, 3408)","(1729.0, 15239.0)","(0, 0)",MONOCHROME1,1,1
0428b590379a,e5498c061ff9,d0c91ba9955e,0428b590379a_d0c91ba9955e.png,"(2398, 2732)","(2398, 2732)","(172.0, 3456.0)","(0, 0)",MONOCHROME2,1,1
5024b6620c03,14f6f307105d,d0c92c3d9446,5024b6620c03_d0c92c3d9446.png,"(2539, 3050)","(2539, 3016)","(298.0, 3590.0)","(0, 0)",MONOCHROME2,1,1
28c9064ac7d7,426b56817dc7,d0cd2a804d30,28c9064ac7d7_d0cd2a804d30.png,"(2292, 2709)","(2292, 2709)","(170.0, 3488.0)","(0, 0)",MONOCHROME2,1,1
6eda099db8d0,0592344f38d4,d0ce4a52df49,6eda099db8d0_d0ce4a52df49.png,"(2560, 3072)","(2560, 3072)","(85.0, 3559.0)","(0, 0)",MONOCHROME2,1,1
6a41fee76a05,7d0435b521a7,d0e579948a79,6a41fee76a05_d0e579948a79.png,"(2336, 2836)","(2336, 2836)","(1588.0, 15019.0)","(0, 0)",MONOCHROME1,1,1
96067887a106,2eadb63abb86,d0f28aad694b,96067887a106_d0f28aad694b.png,"(2021, 1854)","(2021, 1854)","(145.0, 5218.0)","(0, 0)",MONOCHROME2,10320,1
c24d9ce8858f,4ea6432ef660,d106ae04cf2a,c24d9ce8858f_d106ae04cf2a.png,"(3032, 3032)","(3029, 2968)","(13.0, 3397.0)","(0, 4)",MONOCHROME2,1,1
4dc6197ec461,6a65bd61c839,d10f9027aaf3,4dc6197ec461_d10f9027aaf3.png,"(2436, 3032)","(2436, 3032)","(5222.0, 64849.0)","(0, 0)",MONOCHROME1,1,1
889b5893c83d,284ce299d2d1,d1177ea789e1,889b5893c83d_d1177ea789e1.png,"(2544, 3056)","(2541, 2961)","(37.0, 3096.0)","(0, 4)",MONOCHROME2,1,1
912c5491499a,8037e2697978,d1286290a3e3,912c5491499a_d1286290a3e3.png,"(2336, 2836)","(2336, 2836)","(5912.0, 15041.0)","(0, 0)",MONOCHROME1,1,1
cac4d4c92312,b61475e4541e,d13af5659ede,cac4d4c92312_d13af5659ede.png,"(1140, 1387)","(940, 1262)","(11.0, 4039.0)","(0, 63)",MONOCHROME2,1,1
20f85a875621,77752c8ceb7c,d13f2f20a973,20f85a875621_d13f2f20a973.png,"(3488, 4256)","(3486, 4255)","(67.0, 3493.0)","(0, 0)",MONOCHROME2,1,1
3a1aad9fe90f,04cf4501e977,d142896b5581,3a1aad9fe90f_d142896b5581.png,"(2874, 2840)","(2874, 2840)","(94.0, 3464.0)","(0, 0)",MONOCHROME2,1,1
97e16d0a1e67,574343ebd4b2,d14352da3a40,97e16d0a1e67_d14352da3a40.png,"(1140, 1387)","(965, 1236)","(107.0, 3730.0)","(0, 113)",MONOCHROME2,1,1
200c39af6b9d,d3e38591b032,d14e97468459,200c39af6b9d_d14e97468459.png,"(2539, 3050)","(2513, 3050)","(169.0, 3747.0)","(0, 0)",MONOCHROME2,1,1
80b74df174a9,3c3e42bbf5fa,d1547120e12a,80b74df174a9_d1547120e12a.png,"(2800, 3408)","(2800, 3408)","(1545.0, 15369.0)","(0, 0)",MONOCHROME1,1,1
aef7218aa071,698046b90695,d169b65a8331,aef7218aa071_d169b65a8331.png,"(3480, 4248)","(3480, 4248)","(35.0, 3520.0)","(0, 0)",MONOCHROME2,2,1
3b1ba7f31ca0,3a209893e0e1,d1744cad68c1,3b1ba7f31ca0_d1744cad68c1.png,"(3480, 4248)","(3480, 4248)","(115.0, 3625.0)","(0, 0)",MONOCHROME2,1,1
8420a2430b65,691b6ff04ffd,d175da4e3357,8420a2430b65_d175da4e3357.png,"(2320, 2832)","(2320, 2832)","(794.0, 4006.0)","(0, 0)",MONOCHROME2,1,1
5756aa070207,f1c2a99f9b9b,d176b5544d10,5756aa070207_d176b5544d10.png,"(2520, 3032)","(2517, 3027)","(1629.0, 3292.0)","(0, 5)",MONOCHROME2,1,1
2651f80c25b1,58d1b42614ee,d180fed57716,2651f80c25b1_d180fed57716.png,"(2978, 2983)","(2977, 2981)","(3.0, 3580.0)","(0, 0)",MONOCHROME2,3,1
b5ff93f0314b,b2882cce6f12,d19332cb71d5,b5ff93f0314b_d19332cb71d5.png,"(2801, 2802)","(2801, 2801)","(50.0, 2610.0)","(0, 0)",MONOCHROME2,1,1
0f61a1f7ed0a,9e39c0370499,d19950710463,0f61a1f7ed0a_d19950710463.png,"(2320, 2832)","(2320, 2832)","(6.0, 220.0)","(0, 0)",MONOCHROME2,1,1
133a21a5280f,7cd32ff716ad,d19ed8d811ad,133a21a5280f_d19ed8d811ad.png,"(2800, 3408)","(2800, 3408)","(177.0, 3018.0)","(0, 0)",MONOCHROME2,2,1
21689ed7a7b3,22ddfc38dc73,d1a19bb60b86,21689ed7a7b3_d1a19bb60b86.png,"(2539, 3050)","(2539, 3050)","(60.0, 3708.0)","(0, 0)",MONOCHROME2,1,1
18e96e208f43,e806f2e6e770,d1ad910a2738,18e96e208f43_d1ad910a2738.png,"(3480, 4240)","(3480, 4240)","(48.0, 3586.0)","(0, 0)",MONOCHROME2,1,1
50787fecf4ce,4800540d3dbb,d1c8f6d2ebc2,50787fecf4ce_d1c8f6d2ebc2.png,"(2336, 2836)","(2336, 2836)","(3849.0, 16438.0)","(0, 0)",MONOCHROME1,1,1
9680b6bc8e55,ce6055af2096,d1cf8ed59fb3,9680b6bc8e55_d1cf8ed59fb3.png,"(1140, 1387)","(1140, 1387)","(9.0, 4054.0)","(0, 0)",MONOCHROME2,1,1
9878f8b090bd,91fd7de3dfa1,d1dfb324827a,9878f8b090bd_d1dfb324827a.png,"(3480, 4248)","(3480, 4248)","(30.0, 3616.0)","(0, 0)",MONOCHROME2,1,1
735523d1689e,1f3db635cd5a,d1e20151c1ca,735523d1689e_d1e20151c1ca.png,"(2746, 2558)","(2746, 2557)","(71.0, 2723.0)","(0, 0)",MONOCHROME2,1,1
1ad268f677fc,ea66a1b21ddf,d1ff8bfaf6ab,1ad268f677fc_d1ff8bfaf6ab.png,"(2330, 2517)","(2330, 2506)","(8.0, 3537.0)","(0, 11)",MONOCHROME2,1,1
e2cbe011b94d,2d69685d8430,d1ffee85b260,e2cbe011b94d_d1ffee85b260.png,"(2336, 2836)","(2336, 2836)","(3772.0, 15883.0)","(0, 0)",MONOCHROME1,1,1
71d1bdc6e89d,5757421acba2,d204955f43d0,71d1bdc6e89d_d204955f43d0.png,"(3480, 4240)","(3080, 3655)","(2059.0, 15134.0)","(400, 341)",MONOCHROME1,2,1
bf6f81be0705,e5ee301d13f1,d205dc170ccc,bf6f81be0705_d205dc170ccc.png,"(2336, 2836)","(2336, 2836)","(2288.0, 15233.0)","(0, 0)",MONOCHROME1,1,1
8ceba80333df,854b325ae92f,d213cf9b4869,8ceba80333df_d213cf9b4869.png,"(2320, 2832)","(2287, 2195)","(1.0, 221.0)","(19, 375)",MONOCHROME2,1,1
3b3f6099e50f,695009b64a7f,d21b4a712efb,3b3f6099e50f_d21b4a712efb.png,"(3488, 4256)","(3486, 4255)","(53.0, 3448.0)","(0, 0)",MONOCHROME2,1,1
10f869aaf54b,e55dc6ef12c1,d21e8bad3d82,10f869aaf54b_d21e8bad3d82.png,"(3488, 4256)","(3486, 4255)","(50.0, 3627.0)","(0, 0)",MONOCHROME2,1,1
7437ebff0c0c,bcf3eb2e8083,d21edccf1d4c,7437ebff0c0c_d21edccf1d4c.png,"(3488, 4256)","(3486, 4255)","(75.0, 3501.0)","(0, 0)",MONOCHROME2,1,1
cf89efb74c74,203cfda572a9,d220b3a6c538,cf89efb74c74_d220b3a6c538.png,"(3480, 4240)","(3480, 4240)","(35.0, 3659.0)","(0, 0)",MONOCHROME2,1,1
7d70e90deb87,f126e3c1bf61,d229d8c47c9e,7d70e90deb87_d229d8c47c9e.png,"(2336, 2836)","(2336, 2836)","(974.0, 14141.0)","(0, 0)",MONOCHROME1,1,1
2193df2f77b4,c5c1c1c353ec,d22e319dbfbf,2193df2f77b4_d22e319dbfbf.png,"(2336, 2836)","(2336, 2836)","(1314.0, 15340.0)","(0, 0)",MONOCHROME1,1,1
db7e1c572d15,7f1eeef0aea5,d22fc49476cd,db7e1c572d15_d22fc49476cd.png,"(2416, 2872)","(2276, 2872)","(28.0, 227.0)","(70, 0)",MONOCHROME2,,
b1ca7dd14da1,fe49caf5274e,d234d34f4774,b1ca7dd14da1_d234d34f4774.png,"(2336, 2836)","(2336, 2836)","(1637.0, 15118.0)","(0, 0)",MONOCHROME1,1,1
5d5f5f5ec586,f4ed6ac038b4,d23bb89c8ca7,5d5f5f5ec586_d23bb89c8ca7.png,"(3480, 4248)","(3452, 4248)","(64.0, 3410.0)","(28, 0)",MONOCHROME2,1,1
f99cfe0bbe0c,f3551a4baf2a,d241b5fe7b72,f99cfe0bbe0c_d241b5fe7b72.png,"(2813, 2955)","(2811, 2952)","(8.0, 3514.0)","(1, 2)",MONOCHROME2,1,1
8d266ade4183,965e069d7e44,d24606ff5aca,8d266ade4183_d24606ff5aca.png,"(2539, 2899)","(2536, 2833)","(188.0, 3698.0)","(3, 62)",MONOCHROME2,3,1
38d46daddfd5,f0aa7b6537b6,d24841264958,38d46daddfd5_d24841264958.png,"(2320, 2828)","(2143, 2264)","(299.0, 1911.0)","(134, 386)",MONOCHROME1,1,1
8dec4313cf31,a2c150b36f91,d249f6b76d37,8dec4313cf31_d249f6b76d37.png,"(2539, 3050)","(2539, 2969)","(45.0, 3182.0)","(0, 0)",MONOCHROME2,3,1
703862f77abc,5f9150a1e84f,d24a156ea19b,703862f77abc_d24a156ea19b.png,"(2336, 2836)","(2336, 2836)","(1501.0, 15135.0)","(0, 0)",MONOCHROME1,1,1
7367c35f74ba,ace0277c8600,d24a399e94c4,7367c35f74ba_d24a399e94c4.png,"(3032, 3032)","(3005, 2992)","(4.0, 3761.0)","(0, 32)",MONOCHROME2,1,1
fc7b87a31179,c3b0a28e15bc,d24c0de653fb,fc7b87a31179_d24c0de653fb.png,"(1760, 2140)","(1587, 1669)","(472.0, 3559.0)","(57, 442)",MONOCHROME2,1,1
9d41436ab64b,36ff16b09bce,d250cb25dd00,9d41436ab64b_d250cb25dd00.png,"(2400, 2880)","(2352, 2879)","(114.0, 8639.0)","(24, 1)",MONOCHROME2,,
6618a84e2d7f,8bdf4f1671ed,d25f3ff4abfe,6618a84e2d7f_d25f3ff4abfe.png,"(2180, 2660)","(2170, 2573)","(49.0, 3733.0)","(9, 38)",MONOCHROME2,1,1
7f7379e733a2,c7008f19a1ad,d26d72f208bc,7f7379e733a2_d26d72f208bc.png,"(2021, 2021)","(2021, 2021)","(136.0, 12450.0)","(0, 0)",MONOCHROME2,2882,1
2c082a595014,559090c75e25,d26eba222019,2c082a595014_d26eba222019.png,"(2026, 2846)","(2026, 2846)","(6.0, 3508.0)","(0, 0)",MONOCHROME2,1,1
6f6cf201e2e9,f8b446013a8a,d27bca58e388,6f6cf201e2e9_d27bca58e388.png,"(2585, 2881)","(2584, 2846)","(31.0, 3525.0)","(0, 34)",MONOCHROME2,2,1
4c74745605a9,c9db2cf1519b,d287c6d8d984,4c74745605a9_d287c6d8d984.png,"(2400, 2880)","(2352, 2879)","(508.0, 6513.0)","(24, 0)",MONOCHROME2,,
d6d45608c97a,cce0867ac081,d2896d7a3da9,d6d45608c97a_d2896d7a3da9.png,"(4240, 3480)","(4240, 3480)","(21.0, 208.0)","(0, 0)",MONOCHROME2,1,1
67b9fe4a0b03,0d14035f785e,d28ee143f517,67b9fe4a0b03_d28ee143f517.png,"(2991, 2992)","(2991, 2991)","(28.0, 2749.0)","(0, 0)",MONOCHROME2,1,1
0ad39f5b94c1,3c05e554e0c0,d2909cb9f49e,0ad39f5b94c1_d2909cb9f49e.png,"(3488, 4256)","(3486, 4255)","(30.0, 3543.0)","(0, 0)",MONOCHROME2,1,1
891dccc7f408,e97f65f5d435,d29fc13b0a11,891dccc7f408_d29fc13b0a11.png,"(3480, 4240)","(3480, 4240)","(49.0, 3594.0)","(0, 0)",MONOCHROME2,1,1
82bd4db9b87c,d2b912ec4597,d2ac016a5dca,82bd4db9b87c_d2ac016a5dca.png,"(2336, 2836)","(2336, 2836)","(1649.0, 15235.0)","(0, 0)",MONOCHROME1,1,1
da5783a467ea,ab0ffc5fca5c,d2c19614a213,da5783a467ea_d2c19614a213.png,"(2320, 2832)","(2320, 2832)","(463.0, 3738.0)","(0, 0)",MONOCHROME2,1,1
454cac81825b,8fac7a7ef763,d2c30082b78b,454cac81825b_d2c30082b78b.png,"(3480, 4248)","(3480, 4248)","(3.0, 217.0)","(0, 0)",MONOCHROME2,1,1
c38afaf25923,2e6e53892115,d2c69695f0c8,c38afaf25923_d2c69695f0c8.png,"(2548, 3060)","(2548, 3060)","(1646.0, 15690.0)","(0, 0)",MONOCHROME1,1,1
a588a2d63baa,65f87736ffc9,d2cf63ed558c,a588a2d63baa_d2cf63ed558c.png,"(3480, 4240)","(3480, 4240)","(55.0, 3423.0)","(0, 0)",MONOCHROME2,1,1
a12376c1eb75,009fcf40e54a,d2d1058fb70c,a12376c1eb75_d2d1058fb70c.png,"(4020, 4891)","(4019, 4891)","(2.0, 3979.0)","(0, 0)",MONOCHROME2,1,1
514b87b8275d,ac4ec0d592f7,d2dc88c5ac81,514b87b8275d_d2dc88c5ac81.png,"(2540, 2880)","(2400, 2880)","(76.0, 10367.0)","(70, 0)",MONOCHROME2,,
78777565b528,60ce2e30252a,d2f64585a253,78777565b528_d2f64585a253.png,"(2336, 2836)","(2336, 2836)","(3234.0, 14919.0)","(0, 0)",MONOCHROME1,1,1
1772697538d3,4e4c4c2b5515,d30a0e3f2539,1772697538d3_d30a0e3f2539.png,"(2520, 3032)","(2517, 3028)","(274.0, 3694.0)","(0, 0)",MONOCHROME2,1,1
fa58b6e83e6c,7e2b5fb0ade2,d3144d61bc30,fa58b6e83e6c_d3144d61bc30.png,"(3488, 4256)","(3487, 4255)","(4.0, 3427.0)","(0, 0)",MONOCHROME2,1,2
b2ea554a013a,b78a6ee78148,d314b386bfb3,b2ea554a013a_d314b386bfb3.png,"(3488, 4256)","(3486, 4255)","(24.0, 3546.0)","(0, 0)",MONOCHROME2,1,1
df9a5d944d3e,4396c1441376,d31d8e2c7a67,df9a5d944d3e_d31d8e2c7a67.png,"(2330, 2846)","(2330, 2846)","(54.0, 3516.0)","(0, 0)",MONOCHROME2,1,1
fdebd250bb1b,003f90149bfa,d31e19c88336,fdebd250bb1b_d31e19c88336.png,"(2996, 3012)","(2996, 3012)","(39.0, 3465.0)","(0, 0)",MONOCHROME2,1,1
b6b6ccce4a2b,28636f6bb7c7,d3342a7c5454,b6b6ccce4a2b_d3342a7c5454.png,"(3480, 4240)","(3460, 4240)","(100.0, 3757.0)","(0, 0)",MONOCHROME2,1,1
e8956cd9117c,6d71c8b3a973,d336c2858bc5,e8956cd9117c_d336c2858bc5.png,"(3480, 4240)","(3375, 4113)","(12.0, 3994.0)","(91, 78)",MONOCHROME2,1,1
73c516bcab83,a3d125a07f56,d3376705baa7,73c516bcab83_d3376705baa7.png,"(3480, 4248)","(2867, 2687)","(133.0, 3526.0)","(39, 722)",MONOCHROME2,1,1
1e322d374cd3,fc02418ebcd0,d33ad3042402,1e322d374cd3_d33ad3042402.png,"(2312, 2846)","(2312, 2846)","(349.0, 3519.0)","(0, 0)",MONOCHROME2,1,1
e32e5c4bb5c2,929df5916df8,d33c3dbebc68,e32e5c4bb5c2_d33c3dbebc68.png,"(2436, 3032)","(2436, 3032)","(3472.0, 64263.0)","(0, 0)",MONOCHROME1,1,1
68edcbacd401,56ef41f1ab51,d342f30b94ac,68edcbacd401_d342f30b94ac.png,"(2633, 2650)","(2633, 2649)","(79.0, 2700.0)","(0, 0)",MONOCHROME2,1,1
59d10129bc08,2b3e1994f14b,d342f75ccb55,59d10129bc08_d342f75ccb55.png,"(2320, 2832)","(2320, 2832)","(53.0, 3531.0)","(0, 0)",MONOCHROME2,1,1
231a5f824249,a5f6e6d46bb7,d351eafe4a11,231a5f824249_d351eafe4a11.png,"(2416, 2872)","(2276, 2872)","(48.0, 231.0)","(70, 0)",MONOCHROME2,,
a2fd15d23a65,a1a1d3ae34e2,d355ba313f5e,a2fd15d23a65_d355ba313f5e.png,"(2436, 3032)","(2436, 3032)","(3939.0, 64554.0)","(0, 0)",MONOCHROME1,1,1
363eb5029f21,2b952239388f,d35d8ed1759c,363eb5029f21_d35d8ed1759c.png,"(2776, 2703)","(2776, 2703)","(203.0, 2769.0)","(0, 0)",MONOCHROME2,1,1
7322960be0a9,b688ce1eb9f2,d36f8cd69fa7,7322960be0a9_d36f8cd69fa7.png,"(2336, 2836)","(2336, 2836)","(1551.0, 15648.0)","(0, 0)",MONOCHROME1,1,1
7e91e041c7d4,f145fd5fa922,d3885c0f58bb,7e91e041c7d4_d3885c0f58bb.png,"(2520, 3032)","(2517, 3027)","(1718.0, 3122.0)","(0, 5)",MONOCHROME2,1,1
232d23dcb5c6,c828fab7f8e3,d38b7375f16e,232d23dcb5c6_d38b7375f16e.png,"(2544, 3056)","(2540, 3052)","(812.0, 3425.0)","(4, 0)",MONOCHROME2,1,1
d02dc4dbc13a,343d6445731e,d38cb782f0b3,d02dc4dbc13a_d38cb782f0b3.png,"(1760, 2140)","(1748, 2138)","(4.0, 3888.0)","(12, 0)",MONOCHROME2,1,1
c50278df84d0,38fb541af413,d39c70f90d67,c50278df84d0_d39c70f90d67.png,"(2403, 2728)","(2403, 2727)","(57.0, 3303.0)","(0, 0)",MONOCHROME2,1,1
ff3e6f379834,30400d026aa9,d39fcb354f20,ff3e6f379834_d39fcb354f20.png,"(2482, 3032)","(2357, 3032)","(2.0, 3397.0)","(125, 0)",MONOCHROME2,1,1
c544a46adac8,c75cd111d8f5,d3a3199e03d9,c544a46adac8_d3a3199e03d9.png,"(2544, 3056)","(2541, 3052)","(10.0, 3175.0)","(0, 4)",MONOCHROME2,1,1
3a7cad485369,d7564d7c0230,d3a4ac516d3e,3a7cad485369_d3a4ac516d3e.png,"(2874, 2840)","(2874, 2840)","(23.0, 3551.0)","(0, 0)",MONOCHROME2,2,1
959ee59f6a71,5e28607521a2,d3ab6de09006,959ee59f6a71_d3ab6de09006.png,"(2988, 2996)","(2969, 2996)","(208.0, 3306.0)","(19, 0)",MONOCHROME2,1,1
2ae591e11315,2307ce4e07e4,d3acddc972a0,2ae591e11315_d3acddc972a0.png,"(3052, 3020)","(3052, 3020)","(117.0, 1506.0)","(0, 0)",MONOCHROME1,1,1
3f2755948419,6501ea72e7a2,d3b03a75c6c1,3f2755948419_d3b03a75c6c1.png,"(3488, 4256)","(3486, 4255)","(10.0, 3471.0)","(0, 0)",MONOCHROME2,1,1
2437e41f60ec,cef506532e9c,d3b1687c5c41,2437e41f60ec_d3b1687c5c41.png,"(3480, 4248)","(3480, 4248)","(120.0, 3482.0)","(0, 0)",MONOCHROME2,1,1
347c521c9d97,87aed428615b,d3ba6f068795,347c521c9d97_d3ba6f068795.png,"(3480, 4240)","(3480, 4240)","(250.0, 1931.0)","(0, 0)",MONOCHROME1,1,1
4cb87faf6c3d,4e546835526d,d3c5da1c1b1b,4cb87faf6c3d_d3c5da1c1b1b.png,"(1760, 2140)","(1698, 2118)","(4.0, 3592.0)","(1, 20)",MONOCHROME2,1,1
32d20157a012,df44c21c8e60,d3d2a150489e,32d20157a012_d3d2a150489e.png,"(2320, 2832)","(2320, 2832)","(88.0, 3544.0)","(0, 0)",MONOCHROME2,1,1
837fc1ed550e,c332ee9c4c3c,d3e9fb245247,837fc1ed550e_d3e9fb245247.png,"(2330, 2846)","(2330, 2846)","(72.0, 3505.0)","(0, 0)",MONOCHROME2,1,1
79c3bf957d49,02687bf3a14f,d4131bd4e64a,79c3bf957d49_d4131bd4e64a.png,"(2544, 3056)","(2483, 2600)","(852.0, 3261.0)","(58, 4)",MONOCHROME2,3,1
93c6a74d9ef2,b61f61f548cd,d4174c9de2e3,93c6a74d9ef2_d4174c9de2e3.png,"(2303, 2502)","(2163, 2502)","(97.0, 194.0)","(70, 0)",MONOCHROME2,,
0d5082a9a044,d80fb1b17100,d417f8e64511,0d5082a9a044_d417f8e64511.png,"(1760, 2140)","(1760, 2138)","(35.0, 3483.0)","(0, 0)",MONOCHROME2,1,1
966247fbd8dc,dd37f24343ca,d41a1c9ccfc0,966247fbd8dc_d41a1c9ccfc0.png,"(2539, 3050)","(2539, 3050)","(21.0, 3681.0)","(0, 0)",MONOCHROME2,1,1
